;;;;tempo (s);sp;fb
21:49:07.540;33199;0;6707;0,000;0;0,170
21:49:07.542;33299;0;6582;0,100;0;0,045
21:49:07.545;33399;0;6638;0,200;0;0,101
21:49:07.547;33499;0;6598;0,300;0;0,061
21:49:07.550;33599;0;6609;0,400;0;0,072
21:49:07.553;33699;0;6618;0,500;0;0,081
21:49:07.555;33799;0;6602;0,600;0;0,065
21:49:07.671;33899;0;6632;0,700;0;0,095
21:49:07.780;33999;0;6537;0,800;0;0,000
21:49:07.782;34099;0;6600;0,900;0;0,063
21:49:07.888;34199;0;6581;1,000;0;0,044
21:49:07.995;34299;0;6632;1,100;0;0,095
21:49:08.101;34399;0;6632;1,200;0;0,095
21:49:08.210;34499;0;6589;1,300;0;0,052
21:49:08.317;34599;0;6626;1,400;0;0,089
21:49:08.421;34699;0;6597;1,500;0;0,060
21:49:08.526;34799;0;6619;1,600;0;0,082
21:49:08.631;34899;0;6576;1,700;0;0,039
21:49:08.737;34999;0;6640;1,800;0;0,103
21:49:08.841;35099;0;6612;1,900;0;0,075
21:49:08.948;35199;0;6624;2,000;0;0,087
21:49:09.055;35299;0;6595;2,100;0;0,058
21:49:09.161;35399;0;6590;2,200;0;0,053
21:49:09.266;35499;0;6547;2,300;0;0,010
21:49:09.371;35599;0;6600;2,400;0;0,063
21:49:09.479;35699;0;6555;2,500;0;0,018
21:49:09.482;35799;0;6648;2,600;0;0,111
21:49:09.590;35899;0;6610;2,700;0;0,073
21:49:09.700;35999;0;6577;2,800;0;0,040
21:49:09.811;36099;0;6567;2,900;0;0,030
21:49:09.923;36199;0;6614;3,000;0;0,077
21:49:10.034;36299;0;6538;3,100;0;0,001
21:49:10.145;36399;0;6666;3,200;0;0,129
21:49:10.256;36499;0;6554;3,300;0;0,017
21:49:10.366;36599;0;6599;3,400;0;0,062
21:49:10.475;36699;0;6564;3,500;0;0,027
21:49:10.581;36799;0;6611;3,600;0;0,074
21:49:10.583;36899;0;6615;3,700;0;0,078
21:49:10.687;36999;0;6590;3,800;0;0,053
21:49:10.799;37099;0;6552;3,900;0;0,015
21:49:10.906;37199;0;6628;4,000;0;0,091
21:49:11.012;37299;0;6599;4,100;0;0,062
21:49:11.121;37399;0;6585;4,200;0;0,048
21:49:11.226;37499;0;6573;4,300;0;0,036
21:49:11.331;37599;0;6688;4,400;0;0,151
21:49:11.436;37699;0;6596;4,500;0;0,059
21:49:11.548;37799;0;6598;4,600;0;0,061
21:49:11.658;37899;0;6613;4,700;0;0,076
21:49:11.770;37999;0;6587;4,800;0;0,050
21:49:11.882;38099;0;6594;4,900;0;0,057
21:49:11.883;38199;0;6621;5,000;0;0,084
21:49:11.991;38299;0;6595;5,100;0;0,058
21:49:12.096;38399;0;6604;5,200;0;0,067
21:49:12.204;38499;0;6571;5,300;0;0,034
21:49:12.310;38599;0;6587;5,400;0;0,050
21:49:12.416;38699;0;6593;5,500;0;0,056
21:49:12.525;38799;0;6702;5,600;0;0,165
21:49:12.631;38899;0;6590;5,700;0;0,053
21:49:12.738;38999;0;6556;5,800;0;0,019
21:49:12.846;39099;0;6627;5,900;0;0,090
21:49:12.955;39199;0;6656;6,000;0;0,119
21:49:13.065;39299;0;6612;6,100;0;0,075
21:49:13.171;39399;0;6605;6,200;0;0,068
21:49:13.277;39499;0;6612;6,300;0;0,075
21:49:13.386;39599;0;6597;6,400;0;0,060
21:49:13.390;39699;30.000;6550;6,500;23,463;0,013
21:49:13.491;39799;30.000;7158;6,600;23,463;0,621
21:49:13.597;39899;30.000;7542;6,700;23,463;1,005
21:49:13.701;39999;30.000;7618;6,800;23,463;1,081
21:49:13.806;40099;30.000;8130;6,900;23,463;1,593
21:49:13.911;40199;30.000;8476;7,000;23,463;1,939
21:49:14.016;40299;30.000;8857;7,100;23,463;2,320
21:49:14.127;40399;30.000;9204;7,200;23,463;2,667
21:49:14.237;40499;30.000;9622;7,300;23,463;3,085
21:49:14.349;40599;30.000;10009;7,400;23,463;3,472
21:49:14.462;40699;30.000;10393;7,500;23,463;3,856
21:49:14.571;40799;30.000;10495;7,600;23,463;3,958
21:49:14.680;40899;30.000;10968;7,700;23,463;4,431
21:49:14.682;40999;30.000;11154;7,800;23,463;4,617
21:49:14.786;41099;30.000;11330;7,900;23,463;4,793
21:49:14.896;41199;30.000;11511;8,000;23,463;4,974
21:49:15.007;41299;30.000;12131;8,100;23,463;5,594
21:49:15.117;41399;30.000;12168;8,200;23,463;5,631
21:49:15.230;41499;30.000;12371;8,300;23,463;5,834
21:49:15.341;41599;30.000;12858;8,400;23,463;6,321
21:49:15.450;41699;30.000;12816;8,500;23,463;6,279
21:49:15.559;41799;30.000;13248;8,600;23,463;6,711
21:49:15.670;41899;30.000;13658;8,700;23,463;7,121
21:49:15.780;41999;30.000;14127;8,800;23,463;7,590
21:49:15.782;42099;30.000;14086;8,900;23,463;7,549
21:49:15.886;42199;30.000;14424;9,000;23,463;7,887
21:49:15.997;42299;30.000;14944;9,100;23,463;8,407
21:49:16.106;42399;30.000;15134;9,200;23,463;8,597
21:49:16.215;42499;30.000;15033;9,300;23,463;8,496
21:49:16.322;42599;30.000;15231;9,400;23,463;8,694
21:49:16.432;42700;30.000;15454;9,501;23,463;8,917
21:49:16.545;42799;30.000;15932;9,600;23,463;9,395
21:49:16.655;42899;30.000;15536;9,700;23,463;8,999
21:49:16.764;42999;30.000;16257;9,800;23,463;9,720
21:49:16.877;43099;30.000;16283;9,900;23,463;9,746
21:49:16.988;43199;30.000;16338;10,000;23,463;9,801
21:49:16.992;43299;30.000;16489;10,100;23,463;9,952
21:49:17.102;43399;30.000;17041;10,200;23,463;10,504
21:49:17.207;43499;30.000;16736;10,300;23,463;10,199
21:49:17.319;43599;30.000;17039;10,400;23,463;10,502
21:49:17.430;43699;30.000;17136;10,500;23,463;10,599
21:49:17.540;43799;30.000;17306;10,600;23,463;10,769
21:49:17.651;43899;30.000;17584;10,700;23,463;11,047
21:49:17.759;43999;30.000;17733;10,800;23,463;11,196
21:49:17.868;44099;30.000;17627;10,900;23,463;11,090
21:49:17.976;44199;30.000;18109;11,000;23,463;11,572
21:49:18.087;44299;30.000;18057;11,100;23,463;11,520
21:49:18.090;44399;30.000;18323;11,200;23,463;11,786
21:49:18.196;44499;30.000;18274;11,300;23,463;11,737
21:49:18.306;44599;30.000;18549;11,400;23,463;12,012
21:49:18.416;44699;30.000;18434;11,500;23,463;11,897
21:49:18.527;44799;30.000;18619;11,600;23,463;12,082
21:49:18.638;44899;30.000;18796;11,700;23,463;12,259
21:49:18.745;44999;30.000;19001;11,800;23,463;12,464
21:49:18.851;45099;30.000;19190;11,900;23,463;12,653
21:49:18.956;45199;30.000;18905;12,000;23,463;12,368
21:49:19.065;45299;30.000;19309;12,100;23,463;12,772
21:49:19.172;45399;30.000;19407;12,200;23,463;12,870
21:49:19.284;45499;30.000;18950;12,300;23,463;12,413
21:49:19.285;45599;30.000;19291;12,400;23,463;12,754
21:49:19.394;45699;30.000;20169;12,500;23,463;13,632
21:49:19.503;45799;30.000;19754;12,600;23,463;13,217
21:49:19.610;45899;30.000;19468;12,700;23,463;12,931
21:49:19.715;45999;30.000;19784;12,800;23,463;13,247
21:49:19.826;46099;30.000;20263;12,900;23,463;13,726
21:49:19.937;46199;30.000;20082;13,000;23,463;13,545
21:49:20.050;46299;30.000;20154;13,100;23,463;13,617
21:49:20.160;46399;30.000;20226;13,200;23,463;13,689
21:49:20.266;46499;30.000;20488;13,300;23,463;13,951
21:49:20.370;46599;30.000;20941;13,400;23,463;14,404
21:49:20.476;46699;30.000;20401;13,500;23,463;13,864
21:49:20.581;46799;30.000;20735;13,600;23,463;14,198
21:49:20.585;46899;30.000;20598;13,700;23,463;14,061
21:49:20.686;47000;30.000;20674;13,801;23,463;14,137
21:49:20.794;47099;30.000;20742;13,900;23,463;14,205
21:49:20.905;47199;30.000;20988;14,000;23,463;14,451
21:49:21.016;47299;30.000;20717;14,100;23,463;14,180
21:49:21.126;47400;30.000;21027;14,201;23,463;14,490
21:49:21.238;47499;30.000;21289;14,300;23,463;14,752
21:49:21.350;47599;30.000;21133;14,400;23,463;14,596
21:49:21.460;47699;30.000;20975;14,500;23,463;14,438
21:49:21.569;47799;30.000;21146;14,600;23,463;14,609
21:49:21.675;47899;30.000;21432;14,700;23,463;14,895
21:49:21.784;47999;30.000;21475;14,800;23,463;14,938
21:49:21.785;48099;30.000;21430;14,900;23,463;14,893
21:49:21.891;48199;30.000;21444;15,000;23,463;14,907
21:49:21.996;48299;30.000;21782;15,100;23,463;15,245
21:49:22.101;48399;30.000;21587;15,200;23,463;15,050
21:49:22.206;48499;30.000;21406;15,300;23,463;14,869
21:49:22.311;48599;30.000;21383;15,400;23,463;14,846
21:49:22.419;48699;30.000;21750;15,500;23,463;15,213
21:49:22.526;48799;30.000;21549;15,600;23,463;15,012
21:49:22.631;48899;30.000;21649;15,700;23,463;15,112
21:49:22.737;48999;30.000;21648;15,800;23,463;15,111
21:49:22.845;49099;30.000;21491;15,900;23,463;14,954
21:49:22.951;49199;30.000;21510;16,000;23,463;14,973
21:49:23.056;49299;30.000;22052;16,100;23,463;15,515
21:49:23.166;49399;30.000;21952;16,200;23,463;15,415
21:49:23.272;49499;30.000;22245;16,300;23,463;15,708
21:49:23.380;49599;30.000;21809;16,400;23,463;15,272
21:49:23.382;49699;30.000;21941;16,500;23,463;15,404
21:49:23.486;49799;30.000;22004;16,600;23,463;15,467
21:49:23.591;49899;30.000;22111;16,700;23,463;15,574
21:49:23.700;49999;30.000;22062;16,800;23,463;15,525
21:49:23.806;50099;30.000;22305;16,900;23,463;15,768
21:49:23.917;50199;30.000;22491;17,000;23,463;15,954
21:49:24.027;50299;30.000;22538;17,100;23,463;16,001
21:49:24.138;50399;30.000;21974;17,200;23,463;15,437
21:49:24.249;50499;30.000;22224;17,300;23,463;15,687
21:49:24.360;50599;30.000;22244;17,400;23,463;15,707
21:49:24.471;50699;30.000;22139;17,500;23,463;15,602
21:49:24.580;50799;30.000;22347;17,600;23,463;15,810
21:49:24.582;50899;30.000;22227;17,700;23,463;15,690
21:49:24.688;50999;30.000;22380;17,800;23,463;15,843
21:49:24.795;51099;30.000;22173;17,900;23,463;15,636
21:49:24.901;51199;30.000;22135;18,000;23,463;15,598
21:49:25.007;51299;30.000;22179;18,100;23,463;15,642
21:49:25.115;51399;30.000;22295;18,200;23,463;15,758
21:49:25.220;51499;30.000;22398;18,300;23,463;15,861
21:49:25.326;51599;30.000;22286;18,400;23,463;15,749
21:49:25.435;51699;30.000;22214;18,500;23,463;15,677
21:49:25.547;51799;30.000;22242;18,600;23,463;15,705
21:49:25.658;51899;30.000;22366;18,700;23,463;15,829
21:49:25.771;51999;30.000;22207;18,800;23,463;15,670
21:49:25.881;52099;30.000;22199;18,900;23,463;15,662
21:49:25.882;52199;30.000;22187;19,000;23,463;15,650
21:49:25.985;52299;30.000;22210;19,100;23,463;15,673
21:49:26.095;52399;30.000;22246;19,200;23,463;15,709
21:49:26.206;52499;30.000;21994;19,300;23,463;15,457
21:49:26.314;52599;30.000;22233;19,400;23,463;15,696
21:49:26.426;52699;30.000;22136;19,500;23,463;15,599
21:49:26.538;52799;30.000;22150;19,600;23,463;15,613
21:49:26.645;52899;30.000;22162;19,700;23,463;15,625
21:49:26.755;52999;30.000;22269;19,800;23,463;15,732
21:49:26.867;53100;30.000;22024;19,901;23,463;15,487
21:49:26.978;53199;30.000;22231;20,000;23,463;15,694
21:49:26.979;53299;30.000;22444;20,100;23,463;15,907
21:49:27.088;53399;30.000;22276;20,200;23,463;15,739
21:49:27.200;53499;30.000;22238;20,300;23,463;15,701
21:49:27.310;53599;30.000;22152;20,400;23,463;15,615
21:49:27.421;53699;30.000;22313;20,500;23,463;15,776
21:49:27.531;53799;30.000;22171;20,600;23,463;15,634
21:49:27.637;53899;30.000;22341;20,700;23,463;15,804
21:49:27.746;53999;30.000;22130;20,800;23,463;15,593
21:49:27.855;54099;30.000;22284;20,900;23,463;15,747
21:49:27.965;54199;30.000;22120;21,000;23,463;15,583
21:49:28.071;54299;30.000;22384;21,100;23,463;15,847
21:49:28.176;54399;30.000;22176;21,200;23,463;15,639
21:49:28.283;54499;30.000;22260;21,300;23,463;15,723
21:49:28.286;54599;30.000;22135;21,400;23,463;15,598
21:49:28.392;54699;30.000;22273;21,500;23,463;15,736
21:49:28.501;54799;30.000;22057;21,600;23,463;15,520
21:49:28.608;54899;30.000;22309;21,700;23,463;15,772
21:49:28.716;54999;30.000;22256;21,800;23,463;15,719
21:49:28.821;55099;30.000;21904;21,900;23,463;15,367
21:49:28.926;55199;30.000;22390;22,000;23,463;15,853
21:49:29.038;55299;30.000;22309;22,100;23,463;15,772
21:49:29.148;55399;30.000;22326;22,200;23,463;15,789
21:49:29.260;55499;30.000;22361;22,300;23,463;15,824
21:49:29.370;55599;30.000;22512;22,400;23,463;15,975
21:49:29.478;55699;30.000;22286;22,500;23,463;15,749
21:49:29.480;55799;30.000;22384;22,600;23,463;15,847
21:49:29.588;55899;30.000;22429;22,700;23,463;15,892
21:49:29.700;55999;30.000;22215;22,800;23,463;15,678
21:49:29.811;56099;30.000;22198;22,900;23,463;15,661
21:49:29.923;56199;30.000;22205;23,000;23,463;15,668
21:49:30.034;56299;30.000;22088;23,100;23,463;15,551
21:49:30.141;56399;30.000;22446;23,200;23,463;15,909
21:49:30.246;56499;30.000;22278;23,300;23,463;15,741
21:49:30.351;56599;30.000;22400;23,400;23,463;15,863
21:49:30.456;56699;30.000;22375;23,500;23,463;15,838
21:49:30.563;56799;30.000;22381;23,600;23,463;15,844
21:49:30.670;56899;30.000;22308;23,700;23,463;15,771
21:49:30.775;56999;30.000;22224;23,800;23,463;15,687
21:49:30.881;57099;30.000;22265;23,900;23,463;15,728
21:49:30.882;57199;30.000;22190;24,000;23,463;15,653
21:49:30.986;57299;30.000;22550;24,100;23,463;16,013
21:49:31.090;57399;30.000;22349;24,200;23,463;15,812
21:49:31.202;57499;30.000;22286;24,300;23,463;15,749
21:49:31.311;57599;30.000;22325;24,400;23,463;15,788
21:49:31.420;57699;30.000;22215;24,500;23,463;15,678
21:49:31.531;57799;30.000;22157;24,600;23,463;15,620
21:49:31.638;57899;30.000;22191;24,700;23,463;15,654
21:49:31.750;57999;30.000;22400;24,800;23,463;15,863
21:49:31.859;58099;30.000;22191;24,900;23,463;15,654
21:49:31.970;58199;30.000;22165;25,000;23,463;15,628
21:49:32.081;58299;30.000;22510;25,100;23,463;15,973
21:49:32.082;58399;30.000;22221;25,200;23,463;15,684
21:49:32.186;58499;30.000;22390;25,300;23,463;15,853
21:49:32.291;58599;30.000;22224;25,400;23,463;15,687
21:49:32.396;58699;30.000;22192;25,500;23,463;15,655
21:49:32.501;58799;30.000;22108;25,600;23,463;15,571
21:49:32.607;58899;30.000;22245;25,700;23,463;15,708
21:49:32.718;58999;30.000;22138;25,800;23,463;15,601
21:49:32.825;59099;30.000;22320;25,900;23,463;15,783
21:49:32.937;59199;30.000;22313;26,000;23,463;15,776
21:49:33.047;59299;30.000;22199;26,100;23,463;15,662
21:49:33.158;59399;30.000;22075;26,200;23,463;15,538
21:49:33.270;59499;30.000;22320;26,300;23,463;15,783
21:49:33.380;59599;30.000;22304;26,400;23,463;15,767
21:49:33.381;59699;30.000;22227;26,500;23,463;15,690
21:49:33.492;59799;30.000;22213;26,600;23,463;15,676
21:49:33.604;59899;30.000;22122;26,700;23,463;15,585
21:49:33.711;59999;30.000;22275;26,800;23,463;15,738
21:49:33.816;60099;30.000;22339;26,900;23,463;15,802
21:49:33.921;60199;30.000;22239;27,000;23,463;15,702
21:49:34.026;60299;30.000;22159;27,100;23,463;15,622
21:49:34.131;60399;50.000;22114;27,200;43,463;15,577
21:49:34.242;60499;50.000;22701;27,300;43,463;16,164
21:49:34.352;60599;50.000;23115;27,400;43,463;16,578
21:49:34.462;60699;50.000;23624;27,500;43,463;17,087
21:49:34.572;60799;50.000;24419;27,600;43,463;17,882
21:49:34.681;60899;50.000;24817;27,700;43,463;18,280
21:49:34.683;60999;50.000;24604;27,800;43,463;18,067
21:49:34.785;61099;50.000;25669;27,900;43,463;19,132
21:49:34.893;61199;50.000;26111;28,000;43,463;19,574
21:49:35.005;61299;50.000;26778;28,100;43,463;20,241
21:49:35.115;61399;50.000;27093;28,200;43,463;20,556
21:49:35.224;61499;50.000;27567;28,300;43,463;21,030
21:49:35.331;61599;50.000;28089;28,400;43,463;21,552
21:49:35.437;61699;50.000;28084;28,500;43,463;21,547
21:49:35.550;61799;50.000;28706;28,600;43,463;22,169
21:49:35.660;61899;50.000;29199;28,700;43,463;22,662
21:49:35.766;61999;50.000;29429;28,800;43,463;22,892
21:49:35.871;62099;50.000;29766;28,900;43,463;23,229
21:49:35.976;62199;50.000;30256;29,000;43,463;23,719
21:49:36.081;62299;50.000;30799;29,100;43,463;24,262
21:49:36.082;62399;50.000;31131;29,200;43,463;24,594
21:49:36.191;62499;50.000;31381;29,300;43,463;24,844
21:49:36.302;62599;50.000;31150;29,400;43,463;24,613
21:49:36.412;62699;50.000;31852;29,500;43,463;25,315
21:49:36.521;62799;50.000;31833;29,600;43,463;25,296
21:49:36.626;62899;50.000;32314;29,700;43,463;25,777
21:49:36.737;62999;50.000;32925;29,800;43,463;26,388
21:49:36.846;63099;50.000;32919;29,900;43,463;26,382
21:49:36.955;63199;50.000;33028;30,000;43,463;26,491
21:49:37.065;63299;50.000;34060;30,100;43,463;27,523
21:49:37.178;63399;50.000;34155;30,200;43,463;27,618
21:49:37.287;63499;50.000;34372;30,300;43,463;27,835
21:49:37.290;63599;50.000;34335;30,400;43,463;27,798
21:49:37.397;63699;50.000;35295;30,500;43,463;28,758
21:49:37.505;63799;50.000;34761;30,600;43,463;28,224
21:49:37.616;63899;50.000;34686;30,700;43,463;28,149
21:49:37.724;63999;50.000;35539;30,800;43,463;29,002
21:49:37.833;64099;50.000;35601;30,900;43,463;29,064
21:49:37.942;64199;50.000;35632;31,000;43,463;29,095
21:49:38.055;64299;50.000;36318;31,100;43,463;29,781
21:49:38.166;64399;50.000;36486;31,200;43,463;29,949
21:49:38.277;64499;50.000;36602;31,300;43,463;30,065
21:49:38.386;64599;50.000;37300;31,400;43,463;30,763
21:49:38.388;64699;50.000;36538;31,500;43,463;30,001
21:49:38.491;64799;50.000;36926;31,600;43,463;30,389
21:49:38.601;64899;50.000;37274;31,700;43,463;30,737
21:49:38.706;64999;50.000;37712;31,800;43,463;31,175
21:49:38.815;65099;50.000;37709;31,900;43,463;31,172
21:49:38.921;65199;50.000;37570;32,000;43,463;31,033
21:49:39.026;65299;50.000;37658;32,100;43,463;31,121
21:49:39.131;65399;50.000;38318;32,200;43,463;31,781
21:49:39.237;65499;50.000;38593;32,300;43,463;32,056
21:49:39.346;65599;50.000;38539;32,400;43,463;32,002
21:49:39.456;65699;50.000;38285;32,500;43,463;31,748
21:49:39.568;65799;50.000;38410;32,600;43,463;31,873
21:49:39.676;65899;50.000;39184;32,700;43,463;32,647
21:49:39.788;66000;50.000;38665;32,801;43,463;32,128
21:49:39.790;66099;50.000;38817;32,900;43,463;32,280
21:49:39.901;66199;50.000;38786;33,000;43,463;32,249
21:49:40.012;66299;50.000;39270;33,100;43,463;32,733
21:49:40.121;66399;50.000;39658;33,200;43,463;33,121
21:49:40.231;66499;50.000;39940;33,300;43,463;33,403
21:49:40.341;66599;50.000;40074;33,400;43,463;33,537
21:49:40.446;66699;50.000;40035;33,500;43,463;33,498
21:49:40.551;66799;50.000;39895;33,600;43,463;33,358
21:49:40.656;66899;50.000;39897;33,700;43,463;33,360
21:49:40.761;66999;50.000;40503;33,800;43,463;33,966
21:49:40.868;67099;50.000;40231;33,900;43,463;33,694
21:49:40.978;67199;50.000;40554;34,000;43,463;34,017
21:49:40.982;67299;50.000;40514;34,100;43,463;33,977
21:49:41.090;67399;50.000;40289;34,200;43,463;33,752
21:49:41.201;67499;50.000;40721;34,300;43,463;34,184
21:49:41.311;67599;50.000;40893;34,400;43,463;34,356
21:49:41.418;67699;50.000;40882;34,500;43,463;34,345
21:49:41.525;67799;50.000;40939;34,600;43,463;34,402
21:49:41.636;67899;50.000;41315;34,700;43,463;34,778
21:49:41.748;67999;50.000;41062;34,800;43,463;34,525
21:49:41.859;68099;50.000;41220;34,900;43,463;34,683
21:49:41.972;68199;50.000;41257;35,000;43,463;34,720
21:49:42.080;68299;50.000;41593;35,100;43,463;35,056
21:49:42.082;68399;50.000;41199;35,200;43,463;34,662
21:49:42.186;68499;50.000;41523;35,300;43,463;34,986
21:49:42.295;68599;50.000;41422;35,400;43,463;34,885
21:49:42.403;68699;50.000;41878;35,500;43,463;35,341
21:49:42.511;68799;50.000;41752;35,600;43,463;35,215
21:49:42.616;68899;50.000;41892;35,700;43,463;35,355
21:49:42.722;68999;50.000;41860;35,800;43,463;35,323
21:49:42.831;69099;50.000;41958;35,900;43,463;35,421
21:49:42.939;69199;50.000;41755;36,000;43,463;35,218
21:49:43.048;69299;50.000;41908;36,100;43,463;35,371
21:49:43.159;69399;50.000;42271;36,200;43,463;35,734
21:49:43.271;69499;50.000;42050;36,300;43,463;35,513
21:49:43.379;69599;50.000;42188;36,400;43,463;35,651
21:49:43.383;69699;50.000;42475;36,500;43,463;35,938
21:49:43.491;69799;50.000;42362;36,600;43,463;35,825
21:49:43.599;69899;50.000;42164;36,700;43,463;35,627
21:49:43.710;69999;50.000;42519;36,800;43,463;35,982
21:49:43.820;70099;50.000;42649;36,900;43,463;36,112
21:49:43.931;70199;50.000;42510;37,000;43,463;35,973
21:49:44.041;70299;50.000;42734;37,100;43,463;36,197
21:49:44.146;70399;50.000;42646;37,200;43,463;36,109
21:49:44.254;70499;50.000;42446;37,300;43,463;35,909
21:49:44.361;70599;50.000;42917;37,400;43,463;36,380
21:49:44.466;70699;50.000;42922;37,500;43,463;36,385
21:49:44.571;70799;50.000;43042;37,600;43,463;36,505
21:49:44.676;70899;50.000;42868;37,700;43,463;36,331
21:49:44.781;70999;50.000;42848;37,800;43,463;36,311
21:49:44.783;71099;50.000;42839;37,900;43,463;36,302
21:49:44.886;71199;50.000;43051;38,000;43,463;36,514
21:49:44.992;71299;50.000;43065;38,100;43,463;36,528
21:49:45.104;71399;50.000;42987;38,200;43,463;36,450
21:49:45.216;71499;50.000;42949;38,300;43,463;36,412
21:49:45.326;71599;50.000;43240;38,400;43,463;36,703
21:49:45.436;71699;50.000;43045;38,500;43,463;36,508
21:49:45.545;71799;50.000;43094;38,600;43,463;36,557
21:49:45.657;71899;50.000;43223;38,700;43,463;36,686
21:49:45.769;71999;50.000;42995;38,800;43,463;36,458
21:49:45.876;72099;50.000;43055;38,900;43,463;36,518
21:49:45.988;72199;50.000;43178;39,000;43,463;36,641
21:49:45.990;72299;50.000;42900;39,100;43,463;36,363
21:49:46.099;72399;50.000;43164;39,200;43,463;36,627
21:49:46.211;72499;50.000;43128;39,300;43,463;36,591
21:49:46.321;72599;50.000;43623;39,400;43,463;37,086
21:49:46.431;72699;50.000;43096;39,500;43,463;36,559
21:49:46.542;72799;50.000;43685;39,600;43,463;37,148
21:49:46.651;72899;50.000;43074;39,700;43,463;36,537
21:49:46.757;72999;50.000;43444;39,800;43,463;36,907
21:49:46.864;73099;50.000;43327;39,900;43,463;36,790
21:49:46.971;73199;50.000;43148;40,000;43,463;36,611
21:49:47.079;73299;50.000;43046;40,100;43,463;36,509
21:49:47.081;73399;50.000;43384;40,200;43,463;36,847
21:49:47.189;73499;50.000;43283;40,300;43,463;36,746
21:49:47.300;73599;50.000;43166;40,400;43,463;36,629
21:49:47.410;73700;50.000;43185;40,501;43,463;36,648
21:49:47.518;73799;50.000;43143;40,600;43,463;36,606
21:49:47.627;73899;50.000;43316;40,700;43,463;36,779
21:49:47.739;73999;50.000;42952;40,800;43,463;36,415
21:49:47.849;74099;50.000;43087;40,900;43,463;36,550
21:49:47.959;74199;50.000;43306;41,000;43,463;36,769
21:49:48.067;74299;50.000;43368;41,100;43,463;36,831
21:49:48.177;74399;50.000;43287;41,200;43,463;36,750
21:49:48.286;74499;50.000;43511;41,300;43,463;36,974
21:49:48.288;74599;50.000;43231;41,400;43,463;36,694
21:49:48.398;74699;50.000;43237;41,500;43,463;36,700
21:49:48.508;74799;50.000;43460;41,600;43,463;36,923
21:49:48.615;74899;50.000;43086;41,700;43,463;36,549
21:49:48.724;74999;50.000;43237;41,800;43,463;36,700
21:49:48.836;75099;50.000;43379;41,900;43,463;36,842
21:49:48.944;75199;50.000;43175;42,000;43,463;36,638
21:49:49.052;75299;50.000;43128;42,100;43,463;36,591
21:49:49.164;75399;50.000;43413;42,200;43,463;36,876
21:49:49.276;75499;50.000;43310;42,300;43,463;36,773
21:49:49.388;75599;50.000;43445;42,400;43,463;36,908
21:49:49.390;75699;50.000;42902;42,500;43,463;36,365
21:49:49.500;75799;50.000;43339;42,600;43,463;36,802
21:49:49.609;75899;50.000;43266;42,700;43,463;36,729
21:49:49.720;75999;50.000;43055;42,800;43,463;36,518
21:49:49.826;76099;50.000;43436;42,900;43,463;36,899
21:49:49.936;76199;50.000;43415;43,000;43,463;36,878
21:49:50.041;76299;50.000;42981;43,100;43,463;36,444
21:49:50.152;76399;50.000;43103;43,200;43,463;36,566
21:49:50.261;76499;50.000;43278;43,300;43,463;36,741
21:49:50.373;76599;50.000;43285;43,400;43,463;36,748
21:49:50.484;76699;50.000;43152;43,500;43,463;36,615
21:49:50.487;76799;50.000;43390;43,600;43,463;36,853
21:49:50.591;76899;50.000;43354;43,700;43,463;36,817
21:49:50.701;76999;50.000;43202;43,800;43,463;36,665
21:49:50.813;77099;50.000;43199;43,900;43,463;36,662
21:49:50.920;77199;50.000;43354;44,000;43,463;36,817
21:49:51.030;77299;50.000;43242;44,100;43,463;36,705
21:49:51.138;77399;50.000;42934;44,200;43,463;36,397
21:49:51.246;77499;50.000;43267;44,300;43,463;36,730
21:49:51.354;77599;50.000;43511;44,400;43,463;36,974
21:49:51.461;77699;50.000;43443;44,500;43,463;36,906
21:49:51.566;77799;50.000;42964;44,600;43,463;36,427
21:49:51.672;77899;50.000;43296;44,700;43,463;36,759
21:49:51.781;77999;50.000;43302;44,800;43,463;36,765
21:49:51.784;78099;50.000;43160;44,900;43,463;36,623
